Viewer_ID,Month_Year,Age_Group,Gender,Region,Channel_Watched,Anchor_Name,News_Category,Consumption_Frequency,News_Verdict,TRP_Score,Sensationalism_Score,Fake_Units_Consumed,Authentic_Units_Consumed,Sentiment_Score,Trust_Score,Knowledge_Accuracy_Pct
VWR0184,Apr-2025,26-40,Male,West,NDTV,Ravish Kumar,Crime,Weekly,Fake,6.5,4.8,8,1,-3.7,4.5,28.0
VWR0185,Sep-2025,26-40,Female,North,Aaj Tak,Anjana Om Kashyap,Crime,Daily,Authentic,7.9,7.7,1,7,2.77,7.5,90.6
VWR0186,Jan-2022,18-25,Male,West,News18,Amish Devgan,Health,Weekly,Misleading,6.6,7.5,4,1,-0.58,4.4,66.8
VWR0187,Feb-2024,60+,Male,East,Zee News/WION,Palki Sharma,Politics,Daily,Fake,6.4,3.7,9,1,-2.53,4.1,20.1
VWR0188,Aug-2024,26-40,Male,West,Times Now,Navika Kumar,Economy,Daily,Authentic,6.4,6.6,1,7,4.47,6.9,86.1
VWR0189,Feb-2022,26-40,Male,Central,Times Now,Navika Kumar,Health,Occasional,Authentic,7.1,6.6,1,5,3.0,7.1,84.6
VWR0190,Aug-2024,41-60,Female,North,Aaj Tak,Anjana Om Kashyap,Crime,Weekly,Fake,9.5,9.3,7,1,-2.74,3.7,34.5
VWR0191,May-2025,26-40,Female,Central,Republic TV,Arnab Goswami,Politics,Occasional,Fake,9.2,9.5,6,1,-1.74,3.9,50.4
VWR0192,May-2024,41-60,Male,North,NDTV,Ravish Kumar,Politics,Daily,Misleading,5.9,4.0,4,1,0.1,4.8,52.9
VWR0193,Aug-2023,26-40,Female,South,NDTV,Ravish Kumar,Crime,Daily,Fake,5.2,4.1,3,1,-0.3,5.5,50.8
VWR0194,Nov-2023,41-60,Female,West,News18,Amish Devgan,Health,Daily,Misleading,6.7,9.2,4,1,-1.73,4.7,32.4
VWR0195,Dec-2022,18-25,Male,Central,Aaj Tak,Anjana Om Kashyap,Crime,Weekly,Authentic,8.5,8.5,0,3,3.49,5.6,74.7
VWR0196,Aug-2025,41-60,Male,East,Times Now,Rahul Shivshankar,Politics,Weekly,Fake,7.3,6.4,9,0,-1.16,3.7,28.4
VWR0197,Oct-2022,41-60,Female,East,News18,Amish Devgan,Crime,Occasional,Authentic,7.6,7.7,1,4,2.8,8.1,85.5
VWR0198,Jul-2023,18-25,Male,West,NDTV,Ravish Kumar,Health,Daily,Misleading,6.1,2.9,1,3,1.91,6.1,74.2
VWR0199,Oct-2022,18-25,Male,West,NDTV,Ravish Kumar,Politics,Weekly,Authentic,5.2,4.7,0,4,4.88,7.5,74.8
VWR0200,Jul-2023,26-40,Male,North,Zee News/WION,Palki Sharma,Crime,Daily,Authentic,6.6,4.8,0,8,4.8,9.2,80.4
VWR0201,Feb-2024,60+,Female,West,News18,Amish Devgan,Health,Daily,Misleading,7.2,7.0,2,2,1.24,5.0,71.0
VWR0202,Dec-2023,26-40,Male,South,Republic TV,Arnab Goswami,Crime,Weekly,Fake,9.8,9.1,6,1,-2.19,3.5,45.4
VWR0203,Sep-2022,26-40,Male,South,Republic TV,Arnab Goswami,Health,Weekly,Misleading,10.0,10.0,1,2,1.0,4.0,64.8
VWR0204,May-2024,18-25,Male,South,NDTV,Ravish Kumar,Crime,Daily,Misleading,5.3,3.4,3,2,0.72,7.1,55.7
VWR0205,May-2024,26-40,Male,East,News18,Amish Devgan,Economy,Daily,Authentic,6.6,7.0,0,4,3.94,6.3,88.9
VWR0206,Jan-2025,26-40,Male,Central,Republic TV,Arnab Goswami,Politics,Daily,Misleading,8.6,10.0,4,2,-0.95,3.8,67.1
VWR0207,Apr-2024,60+,Female,East,Republic TV,Arnab Goswami,Crime,Daily,Authentic,9.1,8.8,0,4,3.03,6.7,74.0
VWR0208,Mar-2022,26-40,Male,Central,News18,Amish Devgan,Politics,Daily,Authentic,7.2,7.5,0,8,5.0,8.2,74.6
VWR0209,Nov-2023,41-60,Female,North,Republic TV,Arnab Goswami,Politics,Daily,Authentic,9.7,10.0,1,4,1.66,6.1,73.3
VWR0210,Apr-2022,26-40,Male,West,Republic TV,Arnab Goswami,Politics,Daily,Fake,9.2,8.2,3,0,-1.99,5.6,54.8
VWR0211,Feb-2023,18-25,Female,West,Times Now,Navika Kumar,Politics,Occasional,Authentic,7.0,7.2,0,8,4.0,7.9,93.6
VWR0212,Feb-2025,26-40,Female,East,News18,Amish Devgan,Economy,Occasional,Fake,7.1,6.7,8,0,-2.67,5.1,20.4
VWR0213,Jan-2023,26-40,Male,East,News18,Amish Devgan,Economy,Daily,Authentic,6.6,8.2,1,7,3.71,7.1,97.8
VWR0214,Apr-2024,60+,Female,East,Aaj Tak,Anjana Om Kashyap,Politics,Occasional,Fake,9.7,8.0,6,0,-3.05,4.6,26.1
VWR0215,Mar-2025,41-60,Male,West,News18,Amish Devgan,Crime,Weekly,Fake,6.2,8.1,4,1,-0.84,4.4,46.5
VWR0216,Aug-2025,18-25,Female,West,Aaj Tak,Anjana Om Kashyap,Crime,Daily,Fake,8.8,9.7,7,0,-3.12,3.4,28.8
VWR0217,Aug-2023,18-25,Male,North,Aaj Tak,Anjana Om Kashyap,Health,Daily,Misleading,9.7,9.5,4,3,0.22,4.3,50.9
VWR0218,Apr-2024,18-25,Other,West,Zee News/WION,Palki Sharma,Crime,Occasional,Authentic,6.5,5.2,0,6,5.0,8.9,68.5
VWR0219,Aug-2024,60+,Female,South,News18,Amish Devgan,Politics,Weekly,Authentic,6.9,7.3,0,9,3.26,9.0,97.0
VWR0220,Feb-2023,41-60,Female,North,Zee News/WION,Palki Sharma,Health,Occasional,Fake,6.3,4.5,8,0,-1.83,4.3,44.3
VWR0221,Jan-2023,41-60,Male,West,News18,Amish Devgan,Health,Occasional,Fake,6.9,8.7,9,0,-4.02,2.8,27.7
VWR0222,Nov-2022,26-40,Male,South,Times Now,Navika Kumar,Crime,Daily,Fake,7.9,6.2,3,1,-0.76,4.7,48.4
VWR0223,Feb-2025,26-40,Female,West,Republic TV,Arnab Goswami,Economy,Daily,Fake,8.1,8.7,7,1,-2.51,4.2,51.8
VWR0224,Mar-2025,26-40,Female,North,Times Now,Rahul Shivshankar,Economy,Daily,Authentic,8.3,7.7,0,8,5.0,8.3,99.7
VWR0225,Jun-2025,26-40,Female,North,Aaj Tak,Anjana Om Kashyap,Crime,Daily,Authentic,8.0,8.2,1,6,4.41,5.8,75.2
VWR0226,Mar-2023,26-40,Male,South,Aaj Tak,Anjana Om Kashyap,Crime,Daily,Fake,8.6,8.0,4,1,-1.67,6.0,55.1
VWR0227,Sep-2022,18-25,Female,North,NDTV,Ravish Kumar,Economy,Daily,Authentic,5.6,2.3,1,4,2.61,8.4,83.6
VWR0228,Mar-2022,18-25,Male,West,Times Now,Rahul Shivshankar,Politics,Daily,Misleading,7.8,6.8,1,1,0.01,5.5,57.3
VWR0229,May-2022,60+,Female,North,NDTV,Ravish Kumar,Politics,Daily,Fake,5.0,3.4,7,1,-1.39,6.2,41.5
VWR0230,Apr-2024,41-60,Male,South,News18,Amish Devgan,Politics,Daily,Fake,7.2,7.7,4,1,-0.56,4.2,49.4
VWR0231,Jun-2025,26-40,Male,North,Zee News/WION,Palki Sharma,Economy,Daily,Authentic,7.5,5.8,1,9,5.0,9.3,83.0
VWR0232,Mar-2023,26-40,Female,South,Times Now,Navika Kumar,Health,Daily,Fake,6.5,7.2,4,1,-0.34,4.0,53.8
VWR0233,Mar-2022,26-40,Male,West,Times Now,Navika Kumar,Politics,Daily,Misleading,7.3,6.6,2,1,1.24,5.3,64.0
VWR0234,Nov-2024,41-60,Female,North,Times Now,Navika Kumar,Economy,Weekly,Authentic,6.9,6.6,0,4,1.87,6.8,79.4
VWR0235,Jul-2022,41-60,Female,East,Aaj Tak,Anjana Om Kashyap,Health,Occasional,Authentic,8.9,9.2,0,7,5.0,6.5,83.0
VWR0236,Jun-2024,41-60,Male,Central,News18,Amish Devgan,Economy,Daily,Fake,7.0,8.5,7,0,-2.01,2.8,53.8
VWR0237,Dec-2023,41-60,Male,East,Aaj Tak,Anjana Om Kashyap,Politics,Daily,Authentic,8.4,8.9,1,8,3.35,6.7,85.1
VWR0238,Jul-2024,18-25,Female,West,Republic TV,Arnab Goswami,Crime,Occasional,Fake,9.4,9.1,3,0,-1.6,3.7,57.5
VWR0239,Feb-2023,26-40,Male,North,News18,Amish Devgan,Health,Weekly,Misleading,7.9,6.7,4,2,0.46,4.9,62.5
VWR0240,Apr-2023,26-40,Female,North,Aaj Tak,Anjana Om Kashyap,Crime,Weekly,Authentic,8.6,7.6,0,7,2.88,8.4,69.6
VWR0241,Apr-2022,26-40,Female,Central,NDTV,Ravish Kumar,Health,Daily,Fake,6.2,4.0,6,1,-1.74,5.7,51.1
VWR0242,Mar-2022,41-60,Male,West,NDTV,Ravish Kumar,Health,Weekly,Authentic,5.2,4.0,1,3,1.68,7.2,71.6
VWR0243,Nov-2024,26-40,Male,East,NDTV,Ravish Kumar,Politics,Occasional,Fake,5.3,4.0,5,0,-1.13,5.9,42.9
VWR0244,Sep-2022,18-25,Male,East,Times Now,Rahul Shivshankar,Health,Weekly,Fake,7.7,7.1,4,1,-1.03,4.7,51.5
VWR0245,Apr-2022,26-40,Female,South,Republic TV,Arnab Goswami,Politics,Daily,Authentic,9.9,10.0,0,4,1.67,5.1,83.7
VWR0246,Jul-2023,60+,Male,North,NDTV,Ravish Kumar,Politics,Occasional,Authentic,6.0,3.1,0,9,5.0,8.5,78.2
VWR0247,Dec-2023,18-25,Male,West,Times Now,Rahul Shivshankar,Politics,Weekly,Authentic,7.3,8.0,0,5,2.64,7.4,82.8
VWR0248,Nov-2022,41-60,Female,East,NDTV,Ravish Kumar,Politics,Weekly,Fake,5.8,3.5,6,1,-2.0,4.0,47.9
VWR0249,Mar-2023,26-40,Female,South,NDTV,Ravish Kumar,Politics,Daily,Authentic,5.2,3.0,0,8,5.0,8.3,100.0
VWR0250,Dec-2024,18-25,Male,Central,Zee News/WION,Palki Sharma,Health,Weekly,Fake,6.8,5.5,3,1,1.1,6.0,45.7
VWR0251,Jul-2024,26-40,Male,South,Aaj Tak,Anjana Om Kashyap,Health,Daily,Authentic,9.1,9.1,0,3,2.35,5.7,79.0
VWR0252,Aug-2022,41-60,Female,South,Times Now,Rahul Shivshankar,Crime,Daily,Authentic,7.3,7.5,1,7,4.71,8.2,81.6
VWR0253,Feb-2022,26-40,Female,West,Zee News/WION,Palki Sharma,Health,Weekly,Authentic,6.3,5.1,1,5,2.51,7.0,82.4
VWR0254,Mar-2022,41-60,Female,West,Aaj Tak,Anjana Om Kashyap,Politics,Daily,Misleading,8.8,8.8,2,1,-0.51,5.3,67.4
VWR0255,Mar-2022,26-40,Female,East,Republic TV,Arnab Goswami,Politics,Weekly,Misleading,9.0,10.0,4,1,-0.9,3.7,46.6
VWR0256,Sep-2023,18-25,Female,North,Times Now,Navika Kumar,Crime,Weekly,Misleading,7.2,7.7,3,2,0.67,5.5,75.6
VWR0257,Dec-2022,60+,Female,North,NDTV,Ravish Kumar,Crime,Daily,Misleading,6.8,4.1,3,3,1.39,6.8,74.1
VWR0258,Feb-2023,26-40,Female,East,News18,Amish Devgan,Health,Weekly,Authentic,6.9,7.6,0,5,3.21,7.2,88.8
VWR0259,Nov-2023,26-40,Female,South,Times Now,Navika Kumar,Crime,Occasional,Misleading,7.0,7.6,3,1,-1.07,5.0,53.6
VWR0260,Jan-2023,41-60,Female,West,Republic TV,Arnab Goswami,Health,Daily,Misleading,8.9,9.9,2,3,-1.36,5.1,63.1
VWR0261,Apr-2023,26-40,Male,Central,News18,Amish Devgan,Health,Weekly,Authentic,7.4,7.5,1,8,4.5,6.8,92.5
VWR0262,May-2023,41-60,Male,West,NDTV,Ravish Kumar,Economy,Daily,Fake,5.7,3.3,6,0,-0.67,5.4,37.8
VWR0263,Jun-2023,18-25,Female,South,Republic TV,Arnab Goswami,Politics,Daily,Fake,8.9,9.4,7,0,-3.58,3.4,32.8
VWR0264,Jan-2023,26-40,Male,West,Times Now,Navika Kumar,Crime,Daily,Misleading,7.9,4.3,2,3,1.45,6.9,82.8
VWR0265,Feb-2024,18-25,Female,South,NDTV,Ravish Kumar,Crime,Daily,Authentic,6.5,3.7,1,7,3.83,8.5,89.9
VWR0266,Sep-2025,41-60,Male,North,Zee News/WION,Palki Sharma,Economy,Daily,Misleading,6.2,4.6,3,2,0.53,4.9,66.6
VWR0267,Apr-2025,18-25,Female,North,News18,Amish Devgan,Politics,Occasional,Fake,6.1,8.8,8,0,-2.86,4.0,48.0
VWR0268,Mar-2025,41-60,Male,South,News18,Amish Devgan,Crime,Weekly,Fake,7.5,7.5,8,1,-3.7,2.7,37.2
VWR0269,Jul-2024,60+,Female,Central,Times Now,Rahul Shivshankar,Politics,Weekly,Authentic,7.2,6.2,1,7,4.38,7.2,80.4
VWR0270,Apr-2025,26-40,Female,North,Aaj Tak,Anjana Om Kashyap,Crime,Daily,Misleading,9.1,8.8,4,1,-1.41,3.7,43.9
VWR0271,May-2023,26-40,Male,North,Zee News/WION,Palki Sharma,Politics,Weekly,Fake,5.5,4.2,7,1,-3.34,5.3,51.3
VWR0272,Aug-2024,26-40,Female,Central,Zee News/WION,Palki Sharma,Politics,Daily,Misleading,6.9,5.4,1,3,1.95,7.0,68.5
VWR0273,Jan-2022,26-40,Male,North,Zee News/WION,Palki Sharma,Crime,Daily,Authentic,5.9,5.2,1,3,3.57,7.3,47.9
VWR0274,Nov-2024,26-40,Male,West,NDTV,Ravish Kumar,Politics,Daily,Authentic,6.2,4.3,0,3,2.44,7.9,54.2
VWR0275,Dec-2024,41-60,Male,South,Times Now,Navika Kumar,Politics,Daily,Authentic,7.2,6.2,0,5,3.32,8.5,70.7
VWR0276,Jul-2023,60+,Male,North,Times Now,Navika Kumar,Politics,Daily,Fake,6.7,6.8,3,1,-0.05,5.0,53.5
VWR0277,Apr-2024,60+,Other,Central,Zee News/WION,Palki Sharma,Politics,Weekly,Fake,6.3,3.9,4,0,-0.32,5.1,47.2
VWR0278,Feb-2022,41-60,Male,North,News18,Amish Devgan,Economy,Occasional,Authentic,7.3,8.1,1,8,5.0,7.2,93.2
VWR0279,May-2024,60+,Female,East,News18,Amish Devgan,Crime,Daily,Fake,7.1,7.9,7,0,-3.56,2.7,27.9
VWR0280,Jul-2025,26-40,Male,North,Zee News/WION,Palki Sharma,Health,Daily,Fake,6.8,5.4,4,1,-0.32,5.2,54.2
VWR0281,May-2024,41-60,Female,North,NDTV,Ravish Kumar,Crime,Daily,Misleading,6.8,3.5,3,1,1.21,5.2,63.6
VWR0282,Jul-2025,60+,Male,North,Aaj Tak,Anjana Om Kashyap,Economy,Occasional,Authentic,7.9,9.1,1,7,2.71,6.1,84.3
VWR0283,Jul-2023,26-40,Female,North,Times Now,Rahul Shivshankar,Crime,Weekly,Authentic,8.3,8.5,1,4,2.11,4.8,71.3
VWR0284,Apr-2024,60+,Female,North,Republic TV,Arnab Goswami,Crime,Weekly,Fake,9.3,9.3,6,1,-1.42,4.4,37.6
VWR0285,Oct-2024,26-40,Female,West,Times Now,Navika Kumar,Crime,Occasional,Misleading,6.8,6.9,1,2,1.05,6.0,77.2
VWR0286,Jul-2024,41-60,Male,South,Republic TV,Arnab Goswami,Health,Daily,Misleading,8.5,8.6,2,1,-0.01,6.1,49.5
VWR0287,Jan-2025,41-60,Female,South,Times Now,Rahul Shivshankar,Crime,Occasional,Authentic,7.4,6.5,0,3,1.63,7.4,88.1
VWR0288,Jul-2023,60+,Male,South,Times Now,Navika Kumar,Politics,Daily,Misleading,7.7,6.9,2,1,1.23,6.2,60.3
VWR0289,Aug-2024,18-25,Male,Central,Aaj Tak,Anjana Om Kashyap,Politics,Daily,Misleading,8.6,9.7,4,2,-0.61,4.1,47.7
VWR0290,May-2024,41-60,Male,Central,Times Now,Navika Kumar,Crime,Weekly,Authentic,8.0,6.6,1,7,3.44,7.9,92.2
VWR0291,Sep-2022,26-40,Male,West,Republic TV,Arnab Goswami,Crime,Daily,Authentic,8.5,9.3,1,3,1.19,4.8,75.6
VWR0292,Jul-2022,26-40,Male,Central,Republic TV,Arnab Goswami,Politics,Weekly,Fake,9.2,9.2,5,0,-2.1,3.2,48.3
VWR0293,Dec-2022,41-60,Female,South,Zee News/WION,Palki Sharma,Politics,Daily,Fake,5.9,4.6,9,0,-3.1,4.1,34.6
VWR0294,Jul-2024,26-40,Male,South,Times Now,Rahul Shivshankar,Crime,Weekly,Fake,7.7,7.4,7,0,-3.35,2.4,38.3
VWR0295,Jun-2023,41-60,Male,East,Republic TV,Arnab Goswami,Health,Daily,Fake,9.6,8.3,3,1,-0.82,4.3,60.2
VWR0296,Apr-2024,26-40,Male,East,Times Now,Navika Kumar,Politics,Daily,Fake,7.0,7.8,9,1,-3.77,3.9,43.4
VWR0297,Sep-2023,26-40,Female,South,Zee News/WION,Palki Sharma,Politics,Occasional,Misleading,5.2,4.5,3,2,0.97,5.9,61.6
VWR0298,Sep-2022,41-60,Female,South,Aaj Tak,Anjana Om Kashyap,Health,Occasional,Fake,8.8,9.4,6,0,-1.4,2.7,47.6
VWR0299,Oct-2024,26-40,Male,Central,News18,Amish Devgan,Crime,Occasional,Misleading,7.2,6.5,3,3,0.26,5.6,45.9
VWR0300,Oct-2024,18-25,Female,West,Republic TV,Arnab Goswami,Politics,Weekly,Authentic,9.4,10.0,1,8,2.23,7.2,91.6
VWR0301,Nov-2025,60+,Female,South,Republic TV,Arnab Goswami,Health,Weekly,Fake,9.8,10.0,6,0,-1.68,3.3,61.2
VWR0302,Dec-2023,26-40,Male,West,Times Now,Navika Kumar,Crime,Weekly,Authentic,6.7,7.1,1,3,1.18,6.0,57.2
VWR0303,Apr-2023,41-60,Male,North,Times Now,Navika Kumar,Crime,Daily,Fake,7.5,6.0,9,1,-2.03,4.0,48.5
VWR0304,Apr-2024,26-40,Female,North,News18,Amish Devgan,Economy,Daily,Misleading,7.6,7.7,4,1,0.2,5.2,58.3
VWR0305,Oct-2025,26-40,Female,South,News18,Amish Devgan,Economy,Daily,Misleading,6.1,6.6,1,1,1.52,6.7,50.9
VWR0306,Nov-2025,26-40,Male,South,NDTV,Ravish Kumar,Politics,Occasional,Fake,6.0,3.3,6,0,-0.49,5.0,41.3
VWR0307,Nov-2024,26-40,Male,North,Times Now,Navika Kumar,Politics,Daily,Misleading,6.9,7.6,1,1,-0.59,5.3,67.7
VWR0308,Jun-2022,26-40,Male,West,Aaj Tak,Anjana Om Kashyap,Politics,Occasional,Authentic,8.7,9.4,1,5,1.24,6.8,85.8
VWR0309,Feb-2025,26-40,Female,South,Zee News/WION,Palki Sharma,Politics,Weekly,Fake,6.7,5.0,4,1,-0.02,5.9,49.0
VWR0310,May-2025,26-40,Female,East,Aaj Tak,Anjana Om Kashyap,Politics,Weekly,Authentic,8.5,8.0,1,3,1.39,4.9,77.1
VWR0311,Nov-2022,18-25,Male,North,Times Now,Rahul Shivshankar,Politics,Daily,Authentic,7.2,7.7,1,9,3.83,7.1,100.0
VWR0312,Apr-2022,26-40,Male,North,Republic TV,Arnab Goswami,Economy,Daily,Fake,9.2,9.5,5,0,-1.5,2.8,52.1
VWR0313,Feb-2023,18-25,Female,Central,Republic TV,Arnab Goswami,Economy,Occasional,Authentic,8.7,7.6,0,8,4.79,7.4,100.0
VWR0314,Jan-2023,18-25,Female,East,NDTV,Ravish Kumar,Crime,Daily,Fake,5.3,4.1,8,1,-1.43,5.1,32.9
VWR0315,Mar-2023,60+,Female,Central,Zee News/WION,Palki Sharma,Crime,Daily,Authentic,6.8,5.0,1,3,2.0,8.2,77.0
VWR0316,Aug-2022,41-60,Female,Central,News18,Amish Devgan,Politics,Daily,Fake,6.4,8.5,3,1,-0.41,4.5,74.9
VWR0317,Jul-2025,41-60,Female,South,Times Now,Rahul Shivshankar,Politics,Daily,Misleading,7.8,6.3,4,1,0.72,5.6,43.9
VWR0318,Dec-2023,26-40,Male,South,Aaj Tak,Anjana Om Kashyap,Politics,Daily,Authentic,8.9,6.3,0,7,3.36,8.7,92.9
VWR0319,Nov-2022,60+,Male,West,Republic TV,Arnab Goswami,Health,Weekly,Fake,8.3,9.7,7,1,-2.91,4.2,31.6
VWR0320,Dec-2025,41-60,Male,Central,Aaj Tak,Anjana Om Kashyap,Politics,Daily,Fake,8.4,9.0,8,1,-3.95,3.9,46.5
VWR0321,Nov-2024,41-60,Female,East,Times Now,Navika Kumar,Economy,Weekly,Fake,7.8,5.4,5,1,0.48,4.6,32.7
VWR0322,Jan-2024,26-40,Male,West,News18,Amish Devgan,Crime,Daily,Authentic,6.5,6.7,0,7,5.0,6.7,85.0
VWR0323,Nov-2023,60+,Male,West,News18,Amish Devgan,Politics,Weekly,Fake,6.8,9.7,3,1,-0.47,3.7,75.0
VWR0324,Nov-2025,41-60,Male,South,Aaj Tak,Anjana Om Kashyap,Politics,Weekly,Misleading,8.9,8.6,1,3,1.97,5.8,67.5
VWR0325,Sep-2025,41-60,Male,East,NDTV,Ravish Kumar,Crime,Daily,Misleading,6.2,4.1,2,2,1.4,6.1,63.5
VWR0326,Jul-2022,18-25,Female,West,Zee News/WION,Palki Sharma,Economy,Daily,Authentic,6.4,4.5,0,8,5.0,7.7,100.0
VWR0327,May-2022,26-40,Male,West,Times Now,Navika Kumar,Health,Daily,Fake,6.9,5.1,6,0,-1.75,3.9,39.9
VWR0328,Aug-2024,26-40,Male,North,News18,Amish Devgan,Politics,Weekly,Fake,7.7,7.4,3,1,-1.26,7.1,40.2
VWR0329,Apr-2024,26-40,Female,South,Times Now,Rahul Shivshankar,Crime,Weekly,Authentic,8.4,7.0,1,8,4.68,7.5,80.4
VWR0330,Aug-2025,41-60,Male,North,Aaj Tak,Anjana Om Kashyap,Politics,Occasional,Authentic,9.2,8.5,1,6,2.16,7.8,92.5
VWR0331,Mar-2022,18-25,Female,North,Times Now,Rahul Shivshankar,Economy,Daily,Authentic,7.5,7.1,1,4,2.05,6.3,86.8
VWR0332,Jun-2024,18-25,Female,Central,Zee News/WION,Palki Sharma,Health,Daily,Authentic,6.1,5.2,1,6,3.64,8.3,65.9
VWR0333,Aug-2025,26-40,Female,North,Republic TV,Arnab Goswami,Crime,Daily,Fake,8.8,9.4,7,0,-3.84,2.9,29.4
VWR0334,May-2022,18-25,Female,North,Republic TV,Arnab Goswami,Crime,Daily,Misleading,9.5,8.5,4,2,-0.02,4.6,50.6
VWR0335,Sep-2024,18-25,Male,South,Republic TV,Arnab Goswami,Crime,Weekly,Fake,9.4,9.9,6,0,-3.16,3.6,38.0
VWR0336,Aug-2023,41-60,Female,East,Republic TV,Arnab Goswami,Politics,Daily,Authentic,9.9,7.9,1,8,4.82,7.1,81.6
VWR0337,Jun-2024,26-40,Male,East,Zee News/WION,Palki Sharma,Politics,Weekly,Authentic,6.8,3.4,1,7,3.72,7.8,86.3
VWR0338,Aug-2025,18-25,Male,North,News18,Amish Devgan,Politics,Weekly,Fake,6.2,8.1,5,0,-2.0,3.4,40.4
VWR0339,Oct-2023,26-40,Male,North,Times Now,Navika Kumar,Economy,Weekly,Authentic,7.7,7.2,0,5,2.45,6.4,79.1
VWR0340,Oct-2023,26-40,Male,North,Republic TV,Arnab Goswami,Crime,Daily,Misleading,8.7,9.5,4,3,0.54,4.6,50.4
VWR0341,Feb-2025,18-25,Female,East,Times Now,Navika Kumar,Politics,Occasional,Authentic,7.0,5.7,1,8,4.16,6.8,95.3
VWR0342,May-2024,41-60,Male,North,Times Now,Navika Kumar,Economy,Occasional,Fake,7.3,6.2,5,0,-1.94,4.8,33.9
VWR0343,Sep-2023,41-60,Female,Central,Aaj Tak,Anjana Om Kashyap,Politics,Occasional,Fake,9.7,8.6,6,1,-2.22,4.7,47.6
VWR0344,Jun-2023,41-60,Male,South,Times Now,Rahul Shivshankar,Politics,Weekly,Authentic,9.1,5.9,1,4,2.48,6.5,83.0
VWR0345,Dec-2025,41-60,Male,North,Times Now,Rahul Shivshankar,Politics,Weekly,Fake,7.8,6.6,3,0,-0.15,4.5,68.9
VWR0346,Nov-2022,18-25,Female,West,News18,Amish Devgan,Crime,Weekly,Misleading,6.9,8.0,3,2,0.58,6.4,64.0
VWR0347,Oct-2022,60+,Male,South,News18,Amish Devgan,Crime,Daily,Authentic,7.3,8.6,0,9,4.71,8.7,98.3
VWR0348,Nov-2024,41-60,Female,East,Republic TV,Arnab Goswami,Crime,Weekly,Fake,9.6,9.2,4,0,-1.57,4.1,35.5
VWR0349,Feb-2024,60+,Male,North,Times Now,Rahul Shivshankar,Health,Weekly,Misleading,7.3,7.8,1,2,-1.2,5.1,79.8
VWR0350,Aug-2025,18-25,Male,East,News18,Amish Devgan,Politics,Occasional,Authentic,7.9,6.0,0,4,2.74,7.5,80.1
VWR0351,Oct-2025,60+,Male,West,Times Now,Navika Kumar,Health,Weekly,Fake,7.3,7.3,8,0,-2.22,2.7,35.5
VWR0352,Apr-2022,41-60,Female,Central,Zee News/WION,Palki Sharma,Politics,Daily,Authentic,6.7,4.4,0,6,4.68,7.3,89.2
VWR0353,Oct-2022,41-60,Male,North,News18,Amish Devgan,Health,Weekly,Fake,7.3,7.7,5,0,-2.65,4.4,45.9
VWR0354,Mar-2025,18-25,Male,South,Republic TV,Arnab Goswami,Health,Occasional,Misleading,9.4,9.3,4,2,-0.97,4.0,56.1
VWR0355,Apr-2023,41-60,Male,South,Republic TV,Arnab Goswami,Health,Daily,Authentic,9.6,10.0,1,9,3.52,5.5,89.6
VWR0356,May-2025,60+,Female,Central,News18,Amish Devgan,Crime,Daily,Misleading,6.7,6.8,3,3,1.7,6.2,69.3
VWR0357,Jun-2024,41-60,Female,Central,Republic TV,Arnab Goswami,Health,Weekly,Fake,8.9,10.0,3,1,0.07,5.1,44.5
VWR0358,Mar-2022,26-40,Female,North,Times Now,Navika Kumar,Politics,Daily,Misleading,6.6,6.6,3,2,-0.19,6.0,47.8
VWR0359,Oct-2024,60+,Male,North,NDTV,Ravish Kumar,Economy,Daily,Fake,6.0,3.4,9,1,-2.67,4.5,25.7
VWR0360,Jan-2024,26-40,Female,South,Times Now,Navika Kumar,Politics,Daily,Misleading,7.6,6.7,1,3,1.05,4.8,81.5
VWR0361,Feb-2025,26-40,Female,North,Times Now,Rahul Shivshankar,Politics,Occasional,Misleading,7.7,6.5,1,1,0.6,5.9,68.1
VWR0362,Jun-2025,26-40,Female,South,News18,Amish Devgan,Crime,Daily,Fake,7.8,7.5,6,1,-2.32,3.7,39.4
VWR0363,Dec-2024,60+,Female,North,Times Now,Rahul Shivshankar,Health,Daily,Authentic,7.5,7.1,0,4,2.32,6.1,72.6
VWR0364,Apr-2022,18-25,Female,East,Times Now,Navika Kumar,Politics,Weekly,Authentic,7.5,7.0,0,8,4.99,6.6,92.4
VWR0365,Jun-2025,26-40,Male,Central,NDTV,Ravish Kumar,Economy,Occasional,Misleading,5.3,3.6,2,2,2.66,8.2,67.2
VWR0366,Oct-2022,41-60,Female,Central,Times Now,Rahul Shivshankar,Economy,Occasional,Fake,7.3,7.8,6,1,-1.96,3.3,55.4
VWR0367,Jan-2023,41-60,Female,South,NDTV,Ravish Kumar,Crime,Daily,Authentic,6.1,4.2,1,4,2.07,6.2,91.4
VWR0368,Jun-2022,26-40,Male,East,NDTV,Ravish Kumar,Crime,Occasional,Misleading,6.2,2.7,1,1,2.03,8.3,63.5
VWR0369,Jul-2022,60+,Male,West,Aaj Tak,Anjana Om Kashyap,Health,Daily,Authentic,8.6,9.5,0,5,3.02,6.2,100.0
VWR0370,Apr-2024,60+,Female,North,Republic TV,Arnab Goswami,Politics,Weekly,Fake,9.2,8.6,7,0,-3.22,3.2,37.6
